6,7,9,3,8,4,2,5,1
3,4,1,9,5,2,7,6,8
8,2,5,7,6,1,3,4,9
5,6,8,1,4,7,9,2,3
9,1,2,6,3,5,4,8,7
7,3,4,8,2,9,6,1,5
1,5,7,2,9,6,8,3,4
2,9,3,4,1,8,5,7,6
4,8,6,5,7,3,1,9,2
